0, 1, 2
2, 29, 5
2, 30, 2
2, 31, 3
2, 32, 4
2, 33, 6
2, 34, 3
2, 35, 9
2, 36, 7
2, 37, 3
2, 38, 2
2, 39, 8
2, 40, 7
2, 41, 9
2, 42, 1
2, 43, 6
2, 44, 6
2, 45, 4
2, 46, 7
2, 47, 1
2, 48, 4
2, 49, 2
2, 50, 5
2, 51, 4
2, 52, 9
2, 53, 4
2, 54, 6
2, 55, 4
2, 56, 7
2, 57, 7
2, 58, 10
2, 59, 4
2, 60, 9
2, 61, 8
2, 62, 9
2, 63, 9
2, 64, 6
2, 65, 8
2, 66, 9
2, 67, 4
2, 68, 5
2, 69, 6
2, 70, 9
2, 71, 4
2, 72, 5
2, 73, 3
2, 74, 7
2, 75, 9
2, 76, 7
2, 77, 1
2, 78, 5
2, 79, 9
2, 80, 2
2, 81, 7
2, 82, 2
2, 83, 3
2, 84, 1
2, 85, 9
2, 86, 6
2, 87, 4
2, 88, 3
2, 89, 10
2, 90, 2
2, 91, 7
2, 92, 2
2, 93, 9
2, 94, 5
2, 95, 10
2, 96, 1
2, 97, 7
2, 98, 10
2, 99, 2
3, 4, 9
3, 5, 6
3, 6, 3
3, 7, 4
3, 8, 3
3, 9, 3
3, 10, 3
3, 11, 9
3, 12, 3
3, 13, 4
3, 14, 1
3, 15, 6
3, 16, 5
3, 17, 6
3, 18, 4
3, 19, 10
3, 20, 2
3, 21, 7
3, 22, 2
3, 23, 4
3, 24, 9
3, 25, 5
3, 26, 9
3, 27, 5
3, 28, 10
3, 29, 3
3, 30, 5
3, 31, 5
3, 32, 8
3, 33, 3
3, 34, 10
3, 35, 6
3, 36, 6
3, 37, 8
3, 38, 5
3, 39, 4
3, 40, 4
3, 41, 2
3, 42, 9
3, 43, 6
3, 44, 7
3, 45, 5
3, 46, 10
3, 47, 4
3, 48, 5
3, 49, 4
3, 50, 10
3, 51, 3
3, 52, 9
3, 53, 10
3, 54, 1
3, 55, 7
3, 56, 1
3, 57, 3
3, 58, 3
3, 59, 7
3, 60, 7
3, 61, 9
3, 62, 6
3, 63, 2
3, 64, 9
3, 65, 1
3, 66, 7
3, 67, 1
3, 68, 10
3, 69, 6
3, 70, 2
3, 71, 5
3, 72, 1
3, 73, 9
3, 74, 7
3, 75, 9
3, 76, 5
3, 77, 1
3, 78, 6
3, 79, 7
3, 80, 9
3, 81, 10
3, 82, 3
3, 83, 7
3, 84, 6
3, 85, 10
3, 86, 1
3, 87, 3
3, 88, 3
3, 89, 10
3, 90, 6
3, 91, 5
3, 92, 1
3, 93, 10
3, 94, 1
3, 95, 6
3, 96, 5
3, 97, 8
3, 98, 1
3, 99, 4
4, 5, 10
4, 6, 5
4, 7, 3
4, 8, 2
4, 9, 5
4, 10, 9
4, 11, 5
4, 12, 5
4, 13, 7
4, 14, 3
4, 15, 10
4, 16, 1
4, 17, 4
4, 18, 4
4, 19, 10
4, 20, 8
4, 21, 8
4, 22, 1
4, 23, 10
4, 24, 10
4, 25, 6
4, 26, 10
4, 27, 7
4, 28, 10
4, 29, 5
4, 30, 9
4, 31, 8
4, 32, 5
4, 33, 1
4, 34, 7
4, 35, 2
4, 36, 1
4, 37, 7
4, 38, 6
4, 39, 3
4, 40, 1
4, 41, 10
4, 42, 2
4, 43, 8
4, 44, 6
4, 45, 9
4, 46, 2
4, 47, 7
4, 48, 5
4, 49, 9
4, 50, 1
4, 51, 9
4, 52, 2
4, 53, 6
4, 54, 4
4, 55, 1
4, 56, 10
4, 57, 2
4, 58, 7
4, 59, 4
4, 60, 8
4, 61, 8
4, 62, 10
4, 63, 10
4, 64, 6
4, 65, 2
4, 66, 3
4, 67, 5
4, 68, 4
4, 69, 8
4, 70, 8
4, 71, 9
4, 72, 10
4, 73, 3
4, 74, 7
4, 75, 8
4, 76, 4
4, 77, 1
4, 78, 2
4, 79, 5
4, 80, 2
4, 81, 2
4, 82, 5
4, 83, 3
4, 84, 10
4, 85, 2
4, 86, 5
4, 87, 10
4, 88, 8
4, 89, 2
4, 90, 6
4, 91, 3
4, 92, 9
4, 93, 2
4, 94, 1
4, 95, 7
4, 96, 7
4, 97, 2
4, 98, 2
4, 99, 1
5, 6, 9
5, 7, 4
5, 8, 10
5, 9, 5
5, 10, 5
5, 11, 1
5, 12, 10
5, 13, 2
5, 14, 1
5, 15, 9
5, 16, 7
5, 17, 4
5, 18, 5
5, 19, 5
5, 20, 10
5, 21, 3
5, 22, 10
5, 23, 1
5, 24, 3
5, 25, 6
5, 26, 6
5, 27, 2
5, 28, 4
5, 29, 6
5, 30, 6
5, 31, 3
5, 32, 2
5, 33, 9
5, 34, 5
5, 35, 8
5, 36, 4
5, 37, 10
5, 38, 3
5, 39, 9
5, 40, 9
5, 41, 10
5, 42, 7
5, 43, 2
5, 44, 10
5, 45, 1
5, 46, 9
5, 47, 5
5, 48, 3
5, 49, 1
5, 50, 4
5, 51, 1
5, 52, 8
5, 53, 5
5, 54, 2
5, 55, 6
5, 56, 3
5, 57, 2
5, 58, 6
5, 59, 1
5, 60, 6
5, 61, 10
5, 62, 1
5, 63, 2
5, 64, 4
5, 65, 10
5, 66, 5
5, 67, 6
5, 68, 7
5, 69, 1
5, 70, 10
5, 71, 9
5, 72, 5
5, 73, 7
5, 74, 1
5, 75, 6
5, 76, 3
5, 77, 6
5, 78, 6
5, 79, 2
5, 80, 5
5, 81, 4
5, 82, 9
5, 83, 10
5, 84, 2
5, 85, 4
5, 86, 5
5, 87, 4
5, 88, 9
5, 89, 1
5, 90, 10
5, 91, 2
5, 92, 9
5, 93, 3
5, 94, 3
5, 95, 7
5, 96, 8
5, 97, 10
5, 98, 10
5, 99, 9
6, 7, 1
6, 8, 5
6, 9, 2
6, 10, 9
6, 11, 7
6, 12, 8
6, 13, 8
6, 14, 9
6, 15, 1
6, 16, 8
6, 17, 1
6, 18, 9
6, 19, 7
6, 20, 1
6, 21, 9
6, 22, 6
6, 23, 4
6, 24, 6
6, 25, 8
6, 26, 5
6, 27, 3
6, 28, 4
6, 29, 4
6, 30, 1
6, 31, 4
6, 32, 1
6, 33, 9
6, 34, 1
6, 35, 1
6, 36, 5
6, 37, 8
6, 38, 10
6, 39, 4
6, 40, 9
6, 41, 3
6, 42, 5
6, 43, 9
6, 44, 2
6, 45, 9
6, 46, 6
6, 47, 9
6, 48, 8
6, 49, 8
6, 50, 2
6, 51, 1
6, 52, 5
6, 53, 10
6, 54, 3
6, 55, 8
6, 56, 7
6, 57, 10
6, 58, 5
6, 59, 2
6, 60, 10
6, 61, 10
6, 62, 1
6, 63, 10
6, 64, 5
6, 65, 6
6, 66, 4
6, 67, 2
6, 68, 6
6, 69, 3
6, 70, 7
6, 71, 8
6, 72, 2
6, 73, 9
6, 74, 7
6, 75, 4
6, 76, 1
6, 77, 8
6, 78, 10
6, 79, 5
6, 80, 1
6, 81, 9
6, 82, 8
6, 83, 1
6, 84, 8
6, 85, 5
6, 86, 9
6, 87, 5
6, 88, 5
6, 89, 1
6, 90, 9
6, 91, 5
6, 92, 8
6, 93, 6
6, 94, 4
6, 95, 5
6, 96, 5
6, 97, 3
6, 98, 2
6, 99, 9
7, 8, 9
7, 9, 4
7, 10, 6
7, 11, 2
7, 12, 2
7, 13, 5
7, 14, 6
7, 15, 4
7, 16, 5
7, 17, 4
7, 18, 3
7, 19, 10
7, 20, 4
7, 21, 10
7, 22, 10
7, 23, 4
7, 24, 2
7, 25, 5
7, 26, 10
7, 27, 8
7, 28, 9
7, 29, 7
7, 30, 3
7, 31, 8
7, 32, 3
7, 33, 4
7, 34, 3
7, 35, 9
7, 36, 6
7, 37, 2
7, 38, 9
7, 39, 2
7, 40, 8
7, 41, 3
7, 42, 8
7, 43, 7
7, 44, 1
7, 45, 8
7, 46, 3
7, 47, 10
7, 48, 3
7, 49, 1
7, 50, 1
7, 51, 10
7, 52, 10
7, 53, 10
7, 54, 6
7, 55, 1
7, 56, 9
7, 57, 3
7, 58, 7
7, 59, 7
7, 60, 3
7, 61, 1
7, 62, 5
7, 63, 1
7, 64, 1
7, 65, 5
7, 66, 3
7, 67, 2
7, 68, 4
7, 69, 10
7, 70, 4
7, 71, 7
7, 72, 3
7, 73, 8
7, 74, 8
7, 75, 3
7, 76, 2
7, 77, 7
7, 78, 3
7, 79, 3
7, 80, 7
7, 81, 6
7, 82, 7
7, 83, 2
7, 84, 9
7, 85, 10
7, 86, 10
7, 87, 10
7, 88, 7
7, 89, 9
7, 90, 6
7, 91, 10
7, 92, 4
7, 93, 3
7, 94, 1
7, 95, 10
7, 96, 6
7, 97, 8
7, 98, 6
7, 99, 9
8, 9, 10
8, 10, 9
8, 11, 1
8, 12, 8
8, 13, 1
8, 14, 4
8, 15, 4
8, 16, 10
8, 17, 4
8, 18, 10
8, 19, 5
8, 20, 7
8, 21, 6
8, 22, 6
8, 23, 4
8, 24, 1
8, 25, 6
8, 26, 9
8, 27, 10
8, 28, 10
8, 29, 1
8, 30, 6
8, 31, 1
8, 32, 10
8, 33, 5
8, 34, 7
8, 35, 10
8, 36, 8
8, 37, 10
8, 38, 10
8, 39, 9
8, 40, 9
8, 41, 8
8, 42, 1
8, 43, 10
8, 44, 7
8, 45, 6
8, 46, 3
8, 47, 7
8, 48, 7
8, 49, 10
8, 50, 3
8, 51, 7
8, 52, 10
8, 53, 5
8, 54, 8
8, 55, 4
8, 56, 6
8, 57, 10
8, 58, 9
8, 59, 9
8, 60, 10
8, 61, 2
8, 62, 1
8, 63, 4
8, 64, 5
8, 65, 3
8, 66, 9
8, 67, 10
8, 68, 6
8, 69, 5
8, 70, 10
8, 71, 3
8, 72, 9
8, 73, 2
8, 74, 5
8, 75, 8
8, 76, 9
8, 77, 2
8, 78, 5
8, 79, 7
8, 80, 5
8, 81, 3
8, 82, 1
8, 83, 5
8, 84, 9
8, 85, 3
8, 86, 9
8, 87, 5
8, 88, 2
8, 89, 3
8, 90, 10
8, 91, 1
8, 92, 7
8, 93, 10
8, 94, 8
8, 95, 9
8, 96, 1
8, 97, 9
8, 98, 6
8, 99, 10
9, 10, 8
9, 11, 3
9, 12, 3
9, 13, 7
9, 14, 8
9, 15, 2
9, 16, 6
9, 17, 2
9, 18, 9
9, 19, 6
9, 20, 4
9, 21, 7
9, 22, 8
9, 23, 2
9, 24, 9
9, 25, 9
9, 26, 9
9, 27, 5
9, 28, 9
9, 29, 10
9, 30, 3
9, 31, 6
9, 32, 7
9, 33, 1
9, 34, 4
9, 35, 10
9, 36, 10
9, 37, 4
9, 38, 3
9, 39, 1
9, 40, 8
9, 41, 2
9, 42, 6
9, 43, 2
9, 44, 4
9, 45, 6
9, 46, 6
9, 47, 9
9, 48, 8
9, 49, 8
9, 50, 9
9, 51, 8
9, 52, 8
9, 53, 3
9, 54, 6
9, 55, 8
9, 56, 5
9, 57, 5
9, 58, 9
9, 59, 10
9, 60, 2
9, 61, 3
9, 62, 8
9, 63, 9
9, 64, 2
9, 65, 8
9, 66, 10
9, 67, 4
9, 68, 2
9, 69, 8
9, 70, 5
9, 71, 8
9, 72, 1
9, 73, 4
9, 74, 6
9, 75, 5
9, 76, 4
9, 77, 3
9, 78, 1
9, 79, 5
9, 80, 2
9, 81, 1
9, 82, 2
9, 83, 2
9, 84, 8
9, 85, 6
9, 86, 1
9, 87, 10
9, 88, 10
9, 89, 8
9, 90, 9
9, 91, 7
9, 92, 2
9, 93, 3
9, 94, 5
9, 95, 2
9, 96, 5
9, 97, 7
9, 98, 2
9, 99, 9
10, 11, 8
10, 12, 10
10, 13, 7
10, 14, 8
10, 15, 6
10, 16, 5
10, 17, 3
10, 18, 10
10, 19, 1
10, 20, 9
10, 21, 3
10, 22, 2
10, 23, 2
10, 24, 1
10, 25, 3
10, 26, 8
10, 27, 7
10, 28, 5
10, 29, 10
10, 30, 5
10, 31, 8
10, 32, 8
10, 33, 2
10, 34, 7
10, 35, 2
10, 36, 8
10, 37, 10
10, 38, 5
10, 39, 9
10, 40, 7
10, 41, 3
10, 42, 10
10, 43, 3
10, 44, 2
10, 45, 4
10, 46, 5
10, 47, 9
10, 48, 2
10, 49, 3
10, 50, 10
10, 51, 10
10, 52, 8
10, 53, 3
10, 54, 7
10, 55, 2
10, 56, 1
10, 57, 9
10, 58, 5
10, 59, 10
10, 60, 10
10, 61, 6
10, 62, 7
10, 63, 5
10, 64, 4
10, 65, 8
10, 66, 1
10, 67, 5
10, 68, 3
10, 69, 3
10, 70, 9
10, 71, 6
10, 72, 9
10, 73, 2
10, 74, 7
10, 75, 4
10, 76, 6
10, 77, 9
10, 78, 3
10, 79, 6
10, 80, 3
10, 81, 6
10, 82, 8
10, 83, 7
10, 84, 10
10, 85, 1
10, 86, 7
10, 87, 9
10, 88, 7
10, 89, 7
10, 90, 10
10, 91, 3
10, 92, 10
10, 93, 9
10, 94, 8
10, 95, 3
10, 96, 2
10, 97, 1
10, 98, 7
10, 99, 5
11, 12, 2
11, 13, 8
11, 14, 8
11, 15, 7
11, 16, 7
11, 17, 5
11, 18, 5
11, 19, 6
11, 20, 4
11, 21, 8
11, 22, 5
11, 23, 4
11, 24, 3
11, 25, 9
11, 26, 5
11, 27, 10
11, 28, 8
11, 29, 4
11, 30, 2
11, 31, 9
11, 32, 1
11, 33, 2
11, 34, 3
11, 35, 7
11, 36, 9
11, 37, 2
11, 38, 1
11, 39, 8
11, 40, 9
11, 41, 4
11, 42, 2
11, 43, 2
11, 44, 4
11, 45, 3
11, 46, 3
11, 47, 4
11, 48, 8
11, 49, 9
11, 50, 8
11, 51, 9
11, 52, 2
11, 53, 5
11, 54, 6
11, 55, 3
11, 56, 2
11, 57, 8
11, 58, 8
11, 59, 1
11, 60, 4
11, 61, 4
11, 62, 1
11, 63, 3
11, 64, 8
11, 65, 5
11, 66, 7
11, 67, 4
11, 68, 3
11, 69, 10
11, 70, 3
11, 71, 8
11, 72, 3
11, 73, 7
11, 74, 8
11, 75, 4
11, 76, 8
11, 77, 4
11, 78, 2
11, 79, 6
11, 80, 4
11, 81, 9
11, 82, 6
11, 83, 4
11, 84, 7
11, 85, 3
11, 86, 6
11, 87, 2
11, 88, 10
11, 89, 9
11, 90, 8
11, 91, 8
11, 92, 5
11, 93, 10
11, 94, 6
11, 95, 5
11, 96, 10
11, 97, 7
11, 98, 9
11, 99, 1
12, 13, 9
12, 14, 3
12, 15, 5
12, 16, 6
12, 17, 5
12, 18, 6
12, 19, 2
12, 20, 9
12, 21, 8
12, 22, 3
12, 23, 4
12, 24, 7
12, 25, 10
12, 26, 10
12, 27, 8
12, 28, 6
12, 29, 9
12, 30, 7
12, 31, 10
12, 32, 1
12, 33, 3
12, 34, 2
12, 35, 10
12, 36, 5
12, 37, 1
12, 38, 4
12, 39, 10
12, 40, 4
12, 41, 7
12, 42, 9
12, 43, 6
12, 44, 10
12, 45, 10
12, 46, 4
12, 47, 4
12, 48, 8
12, 49, 8
12, 50, 7
12, 51, 1
12, 52, 10
12, 53, 10
12, 54, 5
12, 55, 6
12, 56, 10
12, 57, 6
12, 58, 8
12, 59, 6
12, 60, 6
12, 61, 6
12, 62, 7
12, 63, 7
12, 64, 9
12, 65, 7
12, 66, 3
12, 67, 8
12, 68, 9
12, 69, 8
12, 70, 7
12, 71, 8
12, 72, 1
12, 73, 4
12, 74, 8
12, 75, 2
12, 76, 6
12, 77, 2
12, 78, 8
12, 79, 5
12, 80, 7
12, 81, 6
12, 82, 5
12, 83, 7
12, 84, 10
12, 85, 4
12, 86, 6
12, 87, 1
12, 88, 5
12, 89, 6
12, 90, 9
12, 91, 6
12, 92, 1
12, 93, 5
12, 94, 10
12, 95, 6
12, 96, 7
12, 97, 3
12, 98, 6
12, 99, 5
13, 14, 2
13, 15, 8
13, 16, 7
13, 17, 9
13, 18, 7
13, 19, 10
13, 20, 8
13, 21, 7
13, 22, 2
13, 23, 6
13, 24, 10
13, 25, 10
13, 26, 6
13, 27, 1
13, 28, 7
13, 29, 2
13, 30, 1
13, 31, 4
13, 32, 7
13, 33, 1
13, 34, 9
13, 35, 5
13, 36, 1
13, 37, 3
13, 38, 3
13, 39, 9
13, 40, 10
13, 41, 6
13, 42, 5
13, 43, 9
13, 44, 4
13, 45, 1
13, 46, 9
13, 47, 1
13, 48, 7
13, 49, 7
13, 50, 3
13, 51, 2
13, 52, 3
13, 53, 8
13, 54, 1
13, 55, 2
13, 56, 8
13, 57, 9
13, 58, 7
13, 59, 9
13, 60, 10
13, 61, 6
13, 62, 1
13, 63, 9
13, 64, 5
13, 65, 8
13, 66, 3
13, 67, 5
13, 68, 1
13, 69, 6
13, 70, 10
13, 71, 9
13, 72, 7
13, 73, 1
13, 74, 9
13, 75, 7
13, 76, 6
13, 77, 4
13, 78, 10
13, 79, 2
13, 80, 1
13, 81, 3
13, 82, 9
13, 83, 9
13, 84, 6
13, 85, 6
13, 86, 4
13, 87, 4
13, 88, 10
13, 89, 1
13, 90, 4
13, 91, 3
13, 92, 5
13, 93, 10
13, 94, 4
13, 95, 1
13, 96, 2
13, 97, 9
13, 98, 4
13, 99, 4
14, 15, 4
14, 16, 3
14, 17, 10
14, 18, 2
14, 19, 4
14, 20, 4
14, 21, 6
14, 22, 1
14, 23, 1
14, 24, 1
14, 25, 4
14, 26, 1
14, 27, 4
14, 28, 9
14, 29, 4
14, 30, 3
14, 31, 9
14, 32, 10
14, 33, 5
14, 34, 7
14, 35, 8
14, 36, 4
14, 37, 10
14, 38, 7
14, 39, 6
14, 40, 8
14, 41, 9
14, 42, 7
14, 43, 7
14, 44, 10
14, 45, 1
14, 46, 10
14, 47, 4
14, 48, 9
14, 49, 2
14, 50, 8
14, 51, 10
14, 52, 2
14, 53, 1
14, 54, 1
14, 55, 4
14, 56, 5
14, 57, 1
14, 58, 5
14, 59, 5
14, 60, 3
14, 61, 5
14, 62, 6
14, 63, 1
14, 64, 7
14, 65, 8
14, 66, 4
14, 67, 2
14, 68, 6
14, 69, 8
14, 70, 5
14, 71, 5
14, 72, 3
14, 73, 10
14, 74, 1
14, 75, 1
14, 76, 8
14, 77, 2
14, 78, 7
14, 79, 4
14, 80, 6
14, 81, 10
14, 82, 4
14, 83, 6
14, 84, 5
14, 85, 5
14, 86, 7
14, 87, 10
14, 88, 4
14, 89, 8
14, 90, 4
14, 91, 2
14, 92, 5
14, 93, 1
14, 94, 7
14, 95, 2
14, 96, 3
14, 97, 1
14, 98, 6
14, 99, 4
15, 16, 3
15, 17, 1
15, 18, 8
15, 19, 1
15, 20, 2
15, 21, 7
15, 22, 3
15, 23, 6
15, 24, 8
15, 25, 5
15, 26, 10
15, 27, 6
15, 28, 5
15, 29, 1
15, 30, 3
15, 31, 3
15, 32, 5
15, 33, 9
15, 34, 2
15, 35, 8
15, 36, 4
15, 37, 1
15, 38, 9
15, 39, 2
15, 40, 4
15, 41, 2
15, 42, 6
15, 43, 10
15, 44, 7
15, 45, 10
15, 46, 4
15, 47, 10
15, 48, 10
15, 49, 9
15, 50, 2
15, 51, 4
15, 52, 4
15, 53, 4
15, 54, 8
15, 55, 10
15, 56, 1
15, 57, 4
15, 58, 1
15, 59, 9
15, 60, 8
15, 61, 8
15, 62, 5
15, 63, 5
15, 64, 2
15, 65, 3
15, 66, 5
15, 67, 1
15, 68, 2
15, 69, 5
15, 70, 4
15, 71, 8
15, 72, 3
15, 73, 2
15, 74, 4
15, 75, 7
15, 76, 10
15, 77, 10
15, 78, 8
15, 79, 3
15, 80, 7
15, 81, 3
15, 82, 2
15, 83, 3
15, 84, 7
15, 85, 2
15, 86, 4
15, 87, 6
15, 88, 2
15, 89, 3
15, 90, 9
15, 91, 5
15, 92, 3
15, 93, 6
15, 94, 9
15, 95, 10
15, 96, 1
15, 97, 3
15, 98, 8
15, 99, 8
16, 17, 4
16, 18, 7
16, 19, 4
16, 20, 7
16, 21, 7
16, 22, 2
16, 23, 2
16, 24, 7
16, 25, 8
16, 26, 1
16, 27, 5
16, 28, 1
16, 29, 1
16, 30, 3
16, 31, 6
16, 32, 1
16, 33, 4
16, 34, 5
16, 35, 8
16, 36, 3
16, 37, 6
16, 38, 8
16, 39, 6
16, 40, 7
16, 41, 4
16, 42, 9
16, 43, 3
16, 44, 2
16, 45, 6
16, 46, 10
16, 47, 1
16, 48, 2
16, 49, 1
16, 50, 10
16, 51, 4
16, 52, 7
16, 53, 7
16, 54, 8
16, 55, 6
16, 56, 7
16, 57, 8
16, 58, 2
16, 59, 5
16, 60, 8
16, 61, 5
16, 62, 9
16, 63, 6
16, 64, 3
16, 65, 7
16, 66, 1
16, 67, 8
16, 68, 1
16, 69, 2
16, 70, 8
16, 71, 7
16, 72, 4
16, 73, 4
16, 74, 2
16, 75, 6
16, 76, 4
16, 77, 5
16, 78, 7
16, 79, 2
16, 80, 6
16, 81, 6
16, 82, 9
16, 83, 7
16, 84, 8
16, 85, 6
16, 86, 1
16, 87, 8
16, 88, 9
16, 89, 4
16, 90, 2
16, 91, 6
16, 92, 6
16, 93, 3
16, 94, 9
16, 95, 8
16, 96, 2
16, 97, 5
16, 98, 8
16, 99, 10
17, 18, 4
17, 19, 3
17, 20, 5
17, 21, 6
17, 22, 9
17, 23, 9
17, 24, 3
17, 25, 8
17, 26, 7
17, 27, 4
17, 28, 9
17, 29, 10
17, 30, 6
17, 31, 1
17, 32, 10
17, 33, 1
17, 34, 10
17, 35, 4
17, 36, 2
17, 37, 8
17, 38, 2
17, 39, 3
17, 40, 4
17, 41, 10
17, 42, 3
17, 43, 8
17, 44, 5
17, 45, 4
17, 46, 5
17, 47, 7
17, 48, 5
17, 49, 4
17, 50, 3
17, 51, 7
17, 52, 7
17, 53, 8
17, 54, 9
17, 55, 2
17, 56, 7
17, 57, 4
17, 58, 2
17, 59, 4
17, 60, 3
17, 61, 7
17, 62, 4
17, 63, 7
17, 64, 2
17, 65, 10
17, 66, 3
17, 67, 6
17, 68, 3
17, 69, 5
17, 70, 1
17, 71, 4
17, 72, 2
17, 73, 9
17, 74, 8
17, 75, 4
17, 76, 7
17, 77, 3
17, 78, 4
17, 79, 4
17, 80, 2
17, 81, 1
17, 82, 9
17, 83, 9
17, 84, 6
17, 85, 7
17, 86, 7
17, 87, 2
17, 88, 10
17, 89, 2
17, 90, 3
17, 91, 6
17, 92, 7
17, 93, 5
17, 94, 3
17, 95, 5
17, 96, 8
17, 97, 9
17, 98, 7
17, 99, 7
18, 19, 2
18, 20, 5
18, 21, 9
18, 22, 6
18, 23, 7
18, 24, 6
18, 25, 7
18, 26, 4
18, 27, 1
18, 28, 10
18, 29, 3
18, 30, 9
18, 31, 3
18, 32, 2
18, 33, 6
18, 34, 9
18, 35, 9
18, 36, 2
18, 37, 4
18, 38, 6
18, 39, 3
18, 40, 9
18, 41, 9
18, 42, 3
18, 43, 1
18, 44, 8
18, 45, 1
18, 46, 1
18, 47, 8
18, 48, 10
18, 49, 4
18, 50, 8
18, 51, 6
18, 52, 1
18, 53, 9
18, 54, 10
18, 55, 3
18, 56, 3
18, 57, 9
18, 58, 1
18, 59, 7
18, 60, 10
18, 61, 9
18, 62, 5
18, 63, 10
18, 64, 9
18, 65, 7
18, 66, 3
18, 67, 8
18, 68, 2
18, 69, 10
18, 70, 1
18, 71, 8
18, 72, 10
18, 73, 5
18, 74, 9
18, 75, 7
18, 76, 9
18, 77, 9
18, 78, 4
18, 79, 2
18, 80, 9
18, 81, 3
18, 82, 10
18, 83, 2
18, 84, 2
18, 85, 4
18, 86, 7
18, 87, 9
18, 88, 7
18, 89, 2
18, 90, 10
18, 91, 8
18, 92, 5
18, 93, 1
18, 94, 3
18, 95, 7
18, 96, 10
18, 97, 10
18, 98, 5
18, 99, 9
19, 20, 2
19, 21, 6
19, 22, 4
19, 23, 2
19, 24, 3
19, 25, 4
19, 26, 3
19, 27, 2
19, 28, 2
19, 29, 6
19, 30, 10
19, 31, 6
19, 32, 9
19, 33, 9
19, 34, 2
19, 35, 5
19, 36, 8
19, 37, 2
19, 38, 6
19, 39, 9
19, 40, 8
19, 41, 8
19, 42, 8
19, 43, 8
19, 44, 10
19, 45, 6
19, 46, 9
19, 47, 6
19, 48, 9
19, 49, 3
19, 50, 2
19, 51, 6
19, 52, 10
19, 53, 4
19, 54, 7
19, 55, 3
19, 56, 5
19, 57, 10
19, 58, 2
